code	producer_product_id	producer_version_id	lc	product_name_de	product_name_en	product_name_es	product_name_fr	product_name_it	product_name_nl	product_name_pl	product_name_sv	abbreviated_product_name_fr	generic_name_de	generic_name_en	generic_name_es	generic_name_fr	generic_name_it	generic_name_nl	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_es	origin_fr	origin_nl	manufacturing_places	manufacturing_places_tags	producer_es	producer_fr	emb_codes	emb_codes_tags	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fr	ingredients_text_it	ingredients_text_nl	ingredients_text_pl	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	omega-3-fat_value	omega-3-fat_unit	alpha-linolenic-acid_value	alpha-linolenic-acid_unit	eicosapentaenoic-acid_value	eicosapentaenoic-acid_unit	cholesterol_value	cholesterol_unit	starch_value	starch_unit	vitamin-a_value	vitamin-a_unit	beta-carotene_value	beta-carotene_unit	vitamin-e_value	vitamin-e_unit	vitamin-k_value	vitamin-k_unit	vitamin-c_value	vitamin-c_unit	vitamin-b9_value	vitamin-b9_unit	potassium_value	potassium_unit	calcium_value	calcium_unit	phosphorus_value	phosphorus_unit	iron_value	iron_unit	magnesium_value	magnesium_unit	manganese_value	manganese_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	fruits-vegetables-nuts-estimate_value	fruits-vegetables-nuts-estimate_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_quantity_per_unit	packaging_1_weight_specified	packaging_1_weight_measured	packaging_2_number_of_units	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_2_quantity_per_unit	packaging_2_weight_specified	packaging_2_weight_measured	packaging_3_number_of_units	packaging_3_shape	packaging_3_material	packaging_3_recycling	packaging_3_quantity_per_unit	packaging_3_weight_specified	packaging_3_weight_measured	packaging_4_number_of_units	packaging_4_shape	packaging_4_material	packaging_4_weight_specified	conservation_conditions_es	conservation_conditions_fr	conservation_conditions_it	conservation_conditions_nl	warning_es	warning_fr	warning_it	warning_nl	preparation_es	preparation_fr	preparation_it	preparation_nl	nutriscore_grade_producer	recipe_idea_fr	customer_service_es	customer_service_fr	customer_service_it	customer_service_nl	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_data.missing_key_data	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	sources_fields:org-gs1:gln	sources_fields:org-gs1:gpcCategoryCode	sources_fields:org-gs1:gpcCategoryName	sources_fields:org-gs1:isAllergenRelevantDataProvided	sources_fields:org-gs1:lastChangeDateTime	sources_fields:org-gs1:partyName	sources_fields:org-gs1:productionVariantDescription	sources_fields:org-gs1:publicationDateTime	data_sources
3664672000002			fr				Aubergine Bio Espagne												2 unités		Plastique, Sachet, Carton, Barquette	en:plastic,en:bag,en:cardboard,en:tray	Le Gros Bio	le-gros-bio	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Aliments à base de plantes frais, Aubergines, Légumes frais, Aubergines fraîches"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:fresh-plant-based-foods,en:aubergines,en:fresh-vegetables,en:fresh-aubergines	Bio, Bio européen, ES-ECO-001-AN, Agriculture UE, AB Agriculture Biologique	en:organic,en:eu-organic,en:es-eco-001-an,en:eu-agriculture,fr:ab-agriculture-biologique	France	en:france			0		Espagne	en:spain													Aubergines bio origine Espagne								on	100g	100g																																																																en:tray	en:plastic						en:bag	en:cardboard																																			en:vegetables	en:fruits-and-vegetables,en:vegetables	1	en:1-unprocessed-or-minimally-processed-foods	unknown		not-applicable		12	-11	1	15									App - yuka, Apps
3760055458085			fr				Brocoli												500 g		Plastique, Sachet, Barquette	en:plastic,en:bag,en:tray	Mr. Broko	mr-broko	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Aliments à base de plantes frais, Légumes frais, Brocolis, Brocolis frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:broccoli,en:fresh-broccoli	Catégorie I	en:class-i	France	en:france	Carrefour	carrefour	0		Espagne	en:spain													Brocoli								on	100g	100g																																																																en:tray	en:plastic						en:bag																																				en:vegetables	en:fruits-and-vegetables,en:vegetables	1	en:1-unprocessed-or-minimally-processed-foods	unknown		not-applicable		12	-15	1	0									
3760005724130			fr				Brocoli												500 g		Plastique	en:plastic	Bio de Terroirs	bio-de-terroirs	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Aliments à base de plantes frais, Légumes frais, Brocolis, Brocolis frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:broccoli,en:fresh-broccoli	Bio, Bio européen, AB Agriculture Biologique	en:organic,en:eu-organic,fr:ab-agriculture-biologique	France	en:france			0		Espagne	en:spain													Brocolis biologiques origine Espagne.								on	100g	100g																																																																	en:plastic																																										en:vegetables	en:fruits-and-vegetables,en:vegetables	1	en:1-unprocessed-or-minimally-processed-foods	unknown		not-applicable		12	-10	1	15									App - yuka, Apps
3276559825549			fr				Brocolis												500 g		Plastique, Sachet	en:plastic,en:bag	Vitavert	vitavert	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Aliments à base de plantes frais, Légumes frais, Brocolis, Brocolis frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:broccoli,en:fresh-broccoli	Catégorie I	en:class-i	France	en:france			0		Espagne	en:spain				Espagne	espagne								Brocolis									100g	100g																																																																en:bag	en:plastic																																										en:vegetables	en:fruits-and-vegetables,en:vegetables	1	en:1-unprocessed-or-minimally-processed-foods	unknown		not-applicable		12	-10	1	0									App - yuka, Apps
5413731502104			fr		Brocoli		Brocolis												500g		Sachet plastique	fr:sachet-plastique	Verduyn	verduyn	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Aliments à base de plantes frais, Légumes frais, Brocolis, Brocolis frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:broccoli,en:fresh-broccoli			France	en:france			0																									100g	100g																																																																en:bag	en:plastic																																										en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable		-5	-10	1	0									App - yuka, Apps
8412276311223			fr				Brocoli												500 g		Plastique, Film	en:plastic,en:film	Naturane	naturane	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Aliments à base de plantes frais, Légumes frais, Brocolis, Brocolis frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:broccoli,en:fresh-broccoli			France	en:france	LIDL	lidl	0		Espagne	en:spain													Brocoli								on	100g	100g																																																																en:film	en:plastic																																										en:vegetables	en:fruits-and-vegetables,en:vegetables	1	en:1-unprocessed-or-minimally-processed-foods	unknown		not-applicable		12	-1	0	0									App - yuka, Apps
2868075025124			fr				Poêlée méditerranéenne												500 g		Plastique, Barquette	en:plastic,en:tray	Grand Frais	grand-frais	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables	Sans conservateurs, Sans additifs	en:no-preservatives,en:no-additives	France	en:france			0																Courgette, poivron rouge et jaune en proportion variable									100g	100g			22	kcal	0.5	g	0.1	g	3.4	g	1.4	g			1.2	g							22	kcal																																								en:tray	en:plastic																																										en:vegetables	en:fruits-and-vegetables,en:vegetables	1	en:1-unprocessed-or-minimally-processed-foods	unknown		not-applicable		-5	-10	1	0									App - yuka, Apps
26061627			fr				Tomate Cerise												250 g		Plastique	en:plastic	Bouquet Bio	bouquet-bio	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Aliments à base de plantes frais, Tomates et dérivés, Légumes frais, Tomates, Tomates cerise, Tomates fraîches"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:fresh-plant-based-foods,en:tomatoes-and-their-products,en:fresh-vegetables,en:tomatoes,en:cherry-tomatoes,en:fresh-tomatoes	Bio, Bio européen, ES-ECO-001-AN, ES-ECO-003-AN, Agriculture UE, AB Agriculture Biologique	en:organic,en:eu-organic,en:es-eco-001-an,en:es-eco-003-an,en:eu-agriculture,fr:ab-agriculture-biologique	France	en:france	Aldi	aldi	0		Espagne	en:spain																					on	100g	100g																																																																	en:plastic																																										en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable		12	-10	1	15									App - yuka, Apps, App - Open Food Facts
3222475423963			fr				Salade 4 saveurs (4 portions)									"Mélange de salades prêt à l'emploi"			200 g	50 g (Ce sachet contient 4 portions)	Frais, Sachet plastique	en:fresh,fr:sachet-plastique	Casino	casino	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Aliments à base de plantes frais, Légumes-feuilles, Légumes frais, Salades vertes, en:salads, Mélanges de salades"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:fresh-plant-based-foods,en:leaf-vegetables,en:fresh-vegetables,en:leaf-salads,en:salads,fr:melanges-de-salades	Sans conservateurs	en:no-preservatives	France	en:france	Casino	casino	0		France	en:france				Les Crudettes (Filiale Financière SDH) - Route de Cavaillon - ZAC de la Plaine - 13440 Cabannes,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,France	les-crudettes-filiale-financiere-sdh-route-de-cavaillon-zac-de-la-plaine-13440-cabannes,bouches-du-rhone,provence-alpes-cote-d-azur,france			EMB 13018D	emb-13018d				Frisée (minimum 30 %), mâche (minimum 15 %), chicorée rouge (minimum 10 %), roquette (minimum 5 %).									100g	100g	75	kJ	18	kcal	0	g	0	g	2.2	g	0.7	g	1.5	g	1.5	g	0.11	g	0.044	g			75	kJ																																								en:bag	en:plastic																																									http://www.casinodrive.fr/ecommerce/affichageDetailProduit/WE80205/F-47110-legumes-frais/P-71253-casino-salade-4-saveurs	en:vegetables	en:fruits-and-vegetables,en:vegetables	1	en:1-unprocessed-or-minimally-processed-foods	a	-6	not-applicable		19	-10	1	0									
20507862			fr				Tomates Cerises Grappe												200 g		Plastique, Barquette	en:plastic,en:tray	Deluxe	deluxe	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Aliments à base de plantes frais, Tomates et dérivés, Légumes frais, Tomates, Tomates cerise, Tomates fraîches"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:fresh-plant-based-foods,en:tomatoes-and-their-products,en:fresh-vegetables,en:tomatoes,en:cherry-tomatoes,en:fresh-tomatoes	Catégorie I, Tomates de France	en:class-i,fr:tomates-de-france	France, Allemagne	en:france,en:germany	LIDL	lidl	0		France	en:france								EMB BJCHXXXVI	emb-bjchxxxvi				Tomate cerise (cat I).								on	100g	100g																																																																en:tray	en:plastic																																										en:vegetables	en:fruits-and-vegetables,en:vegetables	1	en:1-unprocessed-or-minimally-processed-foods	unknown		not-applicable		19	-10	1	0									App - yuka, Apps
3613460007051			fr				"Jeunes Pousses d'Épinards"												125 g		Plastique, Frais	en:plastic,en:fresh	Priméale	primeale	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Aliments à base de plantes frais, Légumes-feuilles, Légumes frais, Épinards, Épinards frais, en:raw-spinach-young-leaves"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:fresh-plant-based-foods,en:leaf-vegetables,en:fresh-vegetables,en:spinachs,en:fresh-spinachs,en:raw-spinach-young-leaves	Point Vert	en:green-dot	France	en:france	Carrefour	carrefour	0		Espagne	en:spain				France	france			EMB 13027Y	emb-13027y				Jeunes pousses d'épinards.						Moutarde	en:mustard	on	100g	100g																																																																	en:plastic																																										en:vegetables	en:fruits-and-vegetables,en:vegetables	1	en:1-unprocessed-or-minimally-processed-foods	unknown		not-applicable		12	-10	1	0									App - yuka, Apps
3560070476923	13714		fr				"Epinards à cuire"									"Épinards prêts à cuisiner."			300 g		Frais, Sachet plastique	en:fresh,fr:sachet-plastique	Carrefour	carrefour	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Aliments à base de plantes frais, Légumes-feuilles, Légumes frais, Épinards, Épinards frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:fresh-plant-based-foods,en:leaf-vegetables,en:fresh-vegetables,en:spinachs,en:fresh-spinachs	Sans conservateurs	en:no-preservatives	France	en:france	carrefour, carrefour.fr	carrefour,carrefour-fr	0					"Ces épinards sont cultivés en pleine terre en France, Italie, Espagne, Allemagne ou aux Pays-Bas selon la saison. Pour connaître le pays d'origine de ce lot, voir le marquage sous la DLC sur le devant du sachet.

Ces épinards sont triés, lavés et conditionnés dans le Rhône (69), la Meuse (55), ou en Loire Atlantique (44).
Les 2 premiers chiffres du code emballeur sous la DLC sur le devant du sachet indiquent le département dans lequel ce sachet a été préparé."					Préparé en France par BFF pour Interdis.	EMB 44169H,EMB55312A	emb-44169h,emb-55312a				"Épinards."									100g	100g			30	kcal	0.3	g	0	g	3.6	g	0	g			2.3	g							30	kcal																																								en:bag	en:plastic																								"Picto frigo ""Placez le sachet entre +1°C et +4°C.""
Pour une conservation idéale :
- Ne pas mettre le sachet dans le bac à légumes. 
- Ne pas mettre le sachet au contact de la paroi réfrigérante.

A consommer jusqu'au : voir la date sur le devant du sachet. 
A consommer de préférence dans les 48 h après ouverture."								"A la casserole : déposez les épinards dans une casserole, couvrez et faites cuire rapidement à feu vif, 5 à 6 minutes.

A la poêle : faites revenir les épinards 2 à 3 minutes dans de l'huile d'olive.

Pour vos plats mijotés : ajoutez les épinards en toute fin de cuisson à vos plats."				"Tarte aux épinards
300 g d'épinards frais, 1 pâte brisée, 150 g de crème fraîche épaisse, 2 oeufs, 80 g de gruyère râpé, 2 gousses d'ail, sel, poivre, muscade râpée.

Préchauffez le four th. 7 (210 °C). Étalez la pâte, tapissez un moule beurré et réservez. 
Faites blanchir les épinards 4 minutes dans de l'eau bouillante salée. Égouttez bien et ciselez grossièrement. 
Battez les œufs en omelette puis ajoutez la crème, l'ail haché, le gruyère râpé, la noix de muscade et assaisonnez de sel et de poivre.
Répartissez les épinards sur la pâte, versez la préparation aux œufs. 
Enfournez 35 à 40 min."		Interdis - TSA 91431 - 91343 MASSY Cedex - France				en:vegetables	en:fruits-and-vegetables,en:vegetables	1	en:1-unprocessed-or-minimally-processed-foods	unknown		not-applicable		-5	-10	1	0									App - yuka, Apps, Producers, Producer - carrefour
3350030221836			fr				Tomate cerise olivette												250 g		Plastique, Carton	en:plastic,en:cardboard	Monoprix bio,Monoprix	monoprix-bio,monoprix	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Aliments à base de plantes frais, Tomates et dérivés, Légumes frais, Tomates, Tomates cerise, Tomates fraîches"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:fresh-plant-based-foods,en:tomatoes-and-their-products,en:fresh-vegetables,en:tomatoes,en:cherry-tomatoes,en:fresh-tomatoes	Bio, Bio européen, ES-ECO-003-AN, Agriculture UE, FR-BIO-01, FR-BIO-10, AB Agriculture Biologique	en:organic,en:eu-organic,en:es-eco-003-an,en:eu-agriculture,en:fr-bio-01,en:fr-bio-10,fr:ab-agriculture-biologique	France	en:france	Monoprix	monoprix	0		Espagne	en:spain								EMB 212460/AL	emb-212460-al													100g	100g																																																																	en:plastic							en:cardboard																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable		12	-11	1	15									App - yuka, Apps
26063652			fr				Carottes bio												1 kg		Plastique, Sachet, Barquette	en:plastic,en:bag,en:tray	Simplement bon et bio	simplement-bon-et-bio	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Aliments à base de plantes frais, Carottes, Légumes frais, Carottes fraîches"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:fresh-plant-based-foods,en:carrots,en:fresh-vegetables,en:fresh-carrots	Bio, Bio européen, Catégorie I, Agriculture UE, FR-BIO-01, IT-BIO-006, IT-BIO-014, AB Agriculture Biologique	en:organic,en:eu-organic,en:class-i,en:eu-agriculture,en:fr-bio-01,en:it-bio-006,en:it-bio-014,fr:ab-agriculture-biologique	France	en:france	Aldi	aldi	0		Italie, Pays-Bas	en:italy,en:netherlands													Carottes								on	100g	100g																																																																en:tray	en:plastic						en:bag																																				en:vegetables	en:fruits-and-vegetables,en:vegetables	1	en:1-unprocessed-or-minimally-processed-foods	unknown		not-applicable		12	-15	1	15									App - yuka, Apps
3661949020442			fr				Tomates cerises allongees bio												200 g		Barquette carton, Sachet plastique	fr:barquette-carton,fr:sachet-plastique	Brio	brio	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Aliments à base de plantes frais, Tomates et dérivés, Légumes frais, Tomates, Tomates cerise, Tomates fraîches"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:fresh-plant-based-foods,en:tomatoes-and-their-products,en:fresh-vegetables,en:tomatoes,en:cherry-tomatoes,en:fresh-tomatoes	Bio, Bio européen, ES-ECO-001-AN, Agriculture UE, AB Agriculture Biologique	en:organic,en:eu-organic,en:es-eco-001-an,en:eu-agriculture,fr:ab-agriculture-biologique	France	en:france			0		Espagne	en:spain								FSC-C137915	fsc-c137915												on	100g	100g																																																																en:bag	en:plastic						en:tray	en:cardboard																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable		12	-11	1	15									App - yuka, Apps
3222475423994			fr				"Mâche, Prête à consommer (2-3 portions)"									"Salade prête à l'emploi"			125 g	50 g (Ce sachet contient 2 portions environ)	Frais, Sachet plastique	en:fresh,fr:sachet-plastique	Casino	casino	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Aliments à base de plantes frais, Légumes-feuilles, Légumes frais, Mâches"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:fresh-plant-based-foods,en:leaf-vegetables,en:fresh-vegetables,en:corn-salad	Sans conservateurs	en:no-preservatives	France	en:france	Géant Casino, Casino	geant-casino,casino	0		France	en:france				44450 Saint-Julien-de-Concelles,Loire-Atlantique,Pays de la Loire,Bonduelle Frais France - BFF (Filiale Bonduelle Fresh Europe) - Route de Spada - 55300 Maizey,Meuse,Lorraine,Bonduelle Frais France - BFF (Filiale Bonduelle Fresh Europe) - 69740 Genas,Rhône,Rhône-Alpes,France	44450-saint-julien-de-concelles,loire-atlantique,pays-de-la-loire,bonduelle-frais-france-bff-filiale-bonduelle-fresh-europe-route-de-spada-55300-maizey,meuse,lorraine,bonduelle-frais-france-bff-filiale-bonduelle-fresh-europe-69740-genas,rhone,rhone-alpes,france			EMB 44169H,EMB 55312A,EMB 69277C	emb-44169h,emb-55312a,emb-69277c				Mâche.									100g	100g	108	kJ	26	kcal	0.5	g	0.1	g	2.2	g	0.7	g	2	g	2.1	g	0.05	g	0.02	g			108	kJ																																								en:bag	en:plastic																																									http://www.casinodrive.fr/ecommerce/affichageDetailProduit/WE80205/F-47110-legumes-frais/P-71252-casino-mache	en:vegetables	en:fruits-and-vegetables,en:vegetables	1	en:1-unprocessed-or-minimally-processed-foods	a	-8	not-applicable		19	-10	1	0									App - yuka, Apps
8412276162962			fr				Celeri vert bio sachet 350g Espagne												1 botte		Plastique, Sachet	en:plastic,en:bag	Bouquet Bio,Solagora	bouquet-bio,solagora	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Aliments à base de fruits et de légumes, Plantes condimentaires, Légumes et dérivés, Frais, Légumes tiges, Aliments à base de plantes frais, Légumes frais, Céleri, en:groceries"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:fruits-and-vegetables-based-foods,en:culinary-plants,en:vegetables-based-foods,en:fresh-foods,en:vegetable-rods,en:fresh-plant-based-foods,en:fresh-vegetables,en:celery,en:groceries	Bio, Bio européen, Catégorie II, ES-ECO-024-MU, AB Agriculture Biologique	en:organic,en:eu-organic,en:class-ii,en:es-eco-024-mu,fr:ab-agriculture-biologique	France	en:france			0		Espagne	en:spain													_Céleri_ vert.				Céleri	en:celery			on	100g	100g																																																																en:bag	en:plastic																																										en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable		12	-10	1	15									App - yuka, Apps
3661030118928			fr				Concombre bio												1 unité		Plastique	en:plastic	Instant Bio	instant-bio	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Aliments à base de plantes frais, Légumes frais, Concombres, Concombre frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:cucumbers,en:fresh-cucumbers	"Bio, Bio européen, ES-ECO-003-AN, Agriculture UE, AB Agriculture Biologique, en:Eg-eco-003





"	en:organic,en:eu-organic,en:es-eco-003-an,en:eu-agriculture,fr:ab-agriculture-biologique,en:eg-eco-003	France	en:france			0		Espagne	en:spain													Concombre bio origine Espagne.								on	100g	100g																																																																	en:plastic																																										en:vegetables	en:fruits-and-vegetables,en:vegetables	1	en:1-unprocessed-or-minimally-processed-foods	unknown		not-applicable		12	-10	1	15									
3000002047697			fr				Concombre									Concombre frais			1 pièce		Film plastique	fr:film-plastique	Marchal maraichers	marchal-maraichers	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Aliments à base de plantes frais, Légumes frais, Concombres, Concombre frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:cucumbers,en:fresh-cucumbers			France	en:france	Carrefour Market	carrefour-market	0																Concombre								on	100g	100g																																																																en:film	en:plastic																																										en:vegetables	en:fruits-and-vegetables,en:vegetables	1	en:1-unprocessed-or-minimally-processed-foods	unknown		not-applicable		-5	-1	0	0									
3760055456593			fr				Mini Concombre												200 g		Plastique, Barquette	en:plastic,en:tray	Les matins du Potager,Moorea,Moorea commerce fruits	les-matins-du-potager,moorea,moorea-commerce-fruits	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Aliments à base de plantes frais, Légumes frais, Concombres, Concombre frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:cucumbers,en:fresh-cucumbers			France	en:france	Carrefour	carrefour	0		Pays-Bas	en:netherlands													Mini concombre								on	100g	100g																																																																en:tray	en:plastic																																										en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable		14	-10	1	0									App - yuka, Apps
8432117678155			fr				Concombre Bio									Concombre pradera issu de l'agriculture biologique			1 concombre		Plastique	en:plastic	Sans marque	sans-marque	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Aliments à base de plantes frais, Légumes frais, Concombres, Concombre frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:cucumbers,en:fresh-cucumbers	Bio, Bio européen, Catégorie II, ES-ECO-001-AN, Agriculture UE, AB Agriculture Biologique	en:organic,en:eu-organic,en:class-ii,en:es-eco-001-an,en:eu-agriculture,fr:ab-agriculture-biologique	France	en:france			0		Espagne	en:spain				Espagne	espagne								Concombre pradera issu de l'agriculture biologique 100%.								on	100g	100g																																																																	en:plastic																																										en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable		12	-10	1	15									App - yuka, Apps
3000028047459			fr				Aubergine												1 kg		Film plastique	fr:film-plastique	Provence Vivarais	provence-vivarais	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Aliments à base de plantes frais, Aubergines, Légumes frais, Aubergines fraîches"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:fresh-plant-based-foods,en:aubergines,en:fresh-vegetables,en:fresh-aubergines			France	en:france			0		France	en:france													Aubergine varieté longue categorie II, cal 100/300								on	100g	100g																																																																en:film	en:plastic																																										en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable		19	-1	0	0									
